WP_079023878.1|csp22_consensus|Full_Seq|Streptomyces|Streptomyces_scabiei_NCPPB4086|2545	WP_079023878.1|csp22_consensus|Full_Seq|Streptomyces|Streptomyces_scabiei_NCPPB4086|2545
WP_079023878.1|csp22_consensus|Full_Seq|Streptomyces|Streptomyces_scabiei_NCPPB4086|2545	WP_010356280.1|csp22_consensus|Full_Seq|Streptomyces|Streptomyces_acidiscabies_84-104|559
WP_079023878.1|csp22_consensus|Full_Seq|Streptomyces|Streptomyces_scabiei_NCPPB4086|2545	WP_010356280.1|csp22_consensus|Full_Seq|Streptomyces|Streptomyces_acidiscabies_NCPPB4445|4819
WP_079023878.1|csp22_consensus|Full_Seq|Streptomyces|Streptomyces_scabiei_NCPPB4086|2545	WP_055721632.1|csp22_consensus|Full_Seq|Streptomyces|Streptomyces_niveiscabiei_NRRLB-24457|5718
WP_079023878.1|csp22_consensus|Full_Seq|Streptomyces|Streptomyces_scabiei_NCPPB4086|2545	WP_010356280.1|csp22_consensus|Full_Seq|Streptomyces|Streptomyces_acidiscabies_a10|6134
WP_079023878.1|csp22_consensus|Full_Seq|Streptomyces|Streptomyces_scabiei_NCPPB4086|2545	WP_010356280.1|csp22_consensus|Full_Seq|Streptomyces|Streptomyces_acidiscabies_98-49|7680
WP_079023878.1|csp22_consensus|Full_Seq|Streptomyces|Streptomyces_scabiei_NCPPB4086|2545	WP_010356280.1|csp22_consensus|Full_Seq|Streptomyces|Streptomyces_acidiscabies_98-48|7688
WP_079023878.1|csp22_consensus|Full_Seq|Streptomyces|Streptomyces_scabiei_NCPPB4086|2545	WP_010356280.1|csp22_consensus|Full_Seq|Streptomyces|Streptomyces_acidiscabies_85-06|7700
WP_079023878.1|csp22_consensus|Full_Seq|Streptomyces|Streptomyces_scabiei_NCPPB4086|2545	WP_010356280.1|csp22_consensus|Full_Seq|Streptomyces|Streptomyces_acidiscabies_FL01|7710
WP_079023878.1|csp22_consensus|Full_Seq|Streptomyces|Streptomyces_scabiei_NCPPB4086|2545	WP_010356280.1|csp22_consensus|Full_Seq|Streptomyces|Streptomyces_acidiscabies_a2|7720
WP_079023878.1|csp22_consensus|Full_Seq|Streptomyces|Streptomyces_scabiei_NCPPB4086|2545	WP_010356280.1|csp22_consensus|Full_Seq|Streptomyces|Streptomyces_acidiscabies_ST105|14621
