WP_011094202.1|csp22_consensus|Full_Seq|Pectobacterium|Pectobacterium_atrosepticum_SCRI1043|53	WP_011094202.1|csp22_consensus|Full_Seq|Pectobacterium|Pectobacterium_atrosepticum_SCRI1043|53
WP_011094202.1|csp22_consensus|Full_Seq|Pectobacterium|Pectobacterium_atrosepticum_SCRI1043|53	WP_015839966.1|csp22_consensus|Full_Seq|Pectobacterium|Pectobacterium_carotovorum_PC1|106
WP_011094202.1|csp22_consensus|Full_Seq|Pectobacterium|Pectobacterium_atrosepticum_SCRI1043|53	WP_005967383.1|csp22_consensus|Full_Seq|Pectobacterium|Pectobacterium_parmentieri_WPP163|109
WP_011094202.1|csp22_consensus|Full_Seq|Pectobacterium|Pectobacterium_atrosepticum_SCRI1043|53	WP_005967383.1|csp22_consensus|Full_Seq|Pectobacterium|Pectobacterium_parmentieri_SCC3193|594
WP_011094202.1|csp22_consensus|Full_Seq|Pectobacterium|Pectobacterium_atrosepticum_SCRI1043|53	WP_005967383.1|csp22_consensus|Full_Seq|Pectobacterium|Pectobacterium_wasabiae_CFBP3304|1138
WP_011094202.1|csp22_consensus|Full_Seq|Pectobacterium|Pectobacterium_atrosepticum_SCRI1043|53	WP_010277240.1|csp22_consensus|Full_Seq|Pectobacterium|Pectobacterium_carotovorum_PCC21|1148
WP_011094202.1|csp22_consensus|Full_Seq|Pectobacterium|Pectobacterium_atrosepticum_SCRI1043|53	WP_011094202.1|csp22_consensus|Full_Seq|Pectobacterium|Pectobacterium_atrosepticum_CFBP6276|1510
WP_011094202.1|csp22_consensus|Full_Seq|Pectobacterium|Pectobacterium_atrosepticum_SCRI1043|53	WP_005967383.1|csp22_consensus|Full_Seq|Pectobacterium|Pectobacterium_parmentieri_CFIA1002|2226
WP_011094202.1|csp22_consensus|Full_Seq|Pectobacterium|Pectobacterium_atrosepticum_SCRI1043|53	WP_011094202.1|csp22_consensus|Full_Seq|Pectobacterium|Pectobacterium_atrosepticum_JG10-08|2304
WP_011094202.1|csp22_consensus|Full_Seq|Pectobacterium|Pectobacterium_atrosepticum_SCRI1043|53	WP_010277240.1|csp22_consensus|Full_Seq|Pectobacterium|Pectobacterium_brasiliense_CFIA1009|2473
WP_011094202.1|csp22_consensus|Full_Seq|Pectobacterium|Pectobacterium_atrosepticum_SCRI1043|53	WP_010277240.1|csp22_consensus|Full_Seq|Pectobacterium|Pectobacterium_brasiliense_CFIA1001|2480
WP_011094202.1|csp22_consensus|Full_Seq|Pectobacterium|Pectobacterium_atrosepticum_SCRI1043|53	WP_010277240.1|csp22_consensus|Full_Seq|Pectobacterium|Pectobacterium_brasiliense_CFIA1033|2487
WP_011094202.1|csp22_consensus|Full_Seq|Pectobacterium|Pectobacterium_atrosepticum_SCRI1043|53	WP_011094202.1|csp22_consensus|Full_Seq|Pectobacterium|Pectobacterium_atrosepticum_21A|2536
WP_011094202.1|csp22_consensus|Full_Seq|Pectobacterium|Pectobacterium_atrosepticum_SCRI1043|53	WP_039300708.1|csp22_consensus|Full_Seq|Pectobacterium|Pectobacterium_betavasculorum_NCPPB2795|2563
WP_011094202.1|csp22_consensus|Full_Seq|Pectobacterium|Pectobacterium_atrosepticum_SCRI1043|53	WP_010277240.1|csp22_consensus|Full_Seq|Pectobacterium|Pectobacterium_carotovorum_NCPPB312|2573
WP_011094202.1|csp22_consensus|Full_Seq|Pectobacterium|Pectobacterium_atrosepticum_SCRI1043|53	WP_005967383.1|csp22_consensus|Full_Seq|Pectobacterium|Pectobacterium_wasabiae_NCPPB3701|2578
