WP_011094202.1|csp22_consensus|Full_Seq|Pectobacterium|Pectobacterium_atrosepticum_SCRI1043|53	WP_011094202.1|csp22_consensus|Full_Seq|Pectobacterium|Pectobacterium_atrosepticum_SCRI1043|53
WP_011094202.1|csp22_consensus|Full_Seq|Pectobacterium|Pectobacterium_atrosepticum_SCRI1043|53	WP_015839966.1|csp22_consensus|Full_Seq|Pectobacterium|Pectobacterium_carotovorum_PC1|107
WP_011094202.1|csp22_consensus|Full_Seq|Pectobacterium|Pectobacterium_atrosepticum_SCRI1043|53	WP_005967383.1|csp22_consensus|Full_Seq|Pectobacterium|Pectobacterium_parmentieri_WPP163|111
WP_011094202.1|csp22_consensus|Full_Seq|Pectobacterium|Pectobacterium_atrosepticum_SCRI1043|53	WP_005967383.1|csp22_consensus|Full_Seq|Pectobacterium|Pectobacterium_parmentieri_SCC3193|598
WP_011094202.1|csp22_consensus|Full_Seq|Pectobacterium|Pectobacterium_atrosepticum_SCRI1043|53	WP_005967383.1|csp22_consensus|Full_Seq|Pectobacterium|Pectobacterium_wasabiae_CFBP3304|1144
WP_011094202.1|csp22_consensus|Full_Seq|Pectobacterium|Pectobacterium_atrosepticum_SCRI1043|53	WP_010277240.1|csp22_consensus|Full_Seq|Pectobacterium|Pectobacterium_carotovorum_PCC21|1155
WP_011094202.1|csp22_consensus|Full_Seq|Pectobacterium|Pectobacterium_atrosepticum_SCRI1043|53	WP_011094202.1|csp22_consensus|Full_Seq|Pectobacterium|Pectobacterium_atrosepticum_CFBP6276|1525
WP_011094202.1|csp22_consensus|Full_Seq|Pectobacterium|Pectobacterium_atrosepticum_SCRI1043|53	WP_005967383.1|csp22_consensus|Full_Seq|Pectobacterium|Pectobacterium_parmentieri_CFIA1002|2259
WP_011094202.1|csp22_consensus|Full_Seq|Pectobacterium|Pectobacterium_atrosepticum_SCRI1043|53	WP_011094202.1|csp22_consensus|Full_Seq|Pectobacterium|Pectobacterium_atrosepticum_JG10-08|2339
WP_011094202.1|csp22_consensus|Full_Seq|Pectobacterium|Pectobacterium_atrosepticum_SCRI1043|53	WP_010277240.1|csp22_consensus|Full_Seq|Pectobacterium|Pectobacterium_brasiliense_CFIA1009|2505
WP_011094202.1|csp22_consensus|Full_Seq|Pectobacterium|Pectobacterium_atrosepticum_SCRI1043|53	WP_010277240.1|csp22_consensus|Full_Seq|Pectobacterium|Pectobacterium_brasiliense_CFIA1001|2513
WP_011094202.1|csp22_consensus|Full_Seq|Pectobacterium|Pectobacterium_atrosepticum_SCRI1043|53	WP_010277240.1|csp22_consensus|Full_Seq|Pectobacterium|Pectobacterium_brasiliense_CFIA1033|2521
WP_011094202.1|csp22_consensus|Full_Seq|Pectobacterium|Pectobacterium_atrosepticum_SCRI1043|53	WP_011094202.1|csp22_consensus|Full_Seq|Pectobacterium|Pectobacterium_atrosepticum_21A|2569
WP_011094202.1|csp22_consensus|Full_Seq|Pectobacterium|Pectobacterium_atrosepticum_SCRI1043|53	WP_039300708.1|csp22_consensus|Full_Seq|Pectobacterium|Pectobacterium_betavasculorum_NCPPB2795|2598
WP_011094202.1|csp22_consensus|Full_Seq|Pectobacterium|Pectobacterium_atrosepticum_SCRI1043|53	WP_010277240.1|csp22_consensus|Full_Seq|Pectobacterium|Pectobacterium_carotovorum_NCPPB312|2608
WP_011094202.1|csp22_consensus|Full_Seq|Pectobacterium|Pectobacterium_atrosepticum_SCRI1043|53	WP_005967383.1|csp22_consensus|Full_Seq|Pectobacterium|Pectobacterium_wasabiae_NCPPB3701|2614
WP_011094202.1|csp22_consensus|Full_Seq|Pectobacterium|Pectobacterium_atrosepticum_SCRI1043|53	WP_011094202.1|csp22_consensus|Full_Seq|Pectobacterium|Pectobacterium_atrosepticum_NCPPB549|2625
WP_011094202.1|csp22_consensus|Full_Seq|Pectobacterium|Pectobacterium_atrosepticum_SCRI1043|53	WP_039481420.1|csp22_consensus|Full_Seq|Pectobacterium|Pectobacterium_parvum_NCPPB3395|2635
WP_011094202.1|csp22_consensus|Full_Seq|Pectobacterium|Pectobacterium_atrosepticum_SCRI1043|53	WP_039300708.1|csp22_consensus|Full_Seq|Pectobacterium|Pectobacterium_betavasculorum_NCPPB2793|2647
WP_011094202.1|csp22_consensus|Full_Seq|Pectobacterium|Pectobacterium_atrosepticum_SCRI1043|53	WP_011094202.1|csp22_consensus|Full_Seq|Pectobacterium|Pectobacterium_atrosepticum_NCPPB3404|2655
WP_011094202.1|csp22_consensus|Full_Seq|Pectobacterium|Pectobacterium_atrosepticum_SCRI1043|53	WP_010277240.1|csp22_consensus|Full_Seq|Pectobacterium|Pectobacterium_brasiliense_LMG21371|2683
WP_011094202.1|csp22_consensus|Full_Seq|Pectobacterium|Pectobacterium_atrosepticum_SCRI1043|53	WP_010306383.1|csp22_consensus|Full_Seq|Pectobacterium|Pectobacterium_brasiliense_LMG21372|2693
WP_011094202.1|csp22_consensus|Full_Seq|Pectobacterium|Pectobacterium_atrosepticum_SCRI1043|53	WP_039489892.1|csp22_consensus|Full_Seq|Pectobacterium|Pectobacterium_odoriferum_NCPPB3841|2702
